fec.gov
title,Two Year Summary
description,2016 Operating Expenditures
timestamp,Sun Sep 18 19:27:51 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cmte_id,C00580100
cmte_nm,DONALD J. TRUMP FOR PRESIDENT, INC.
"Payee Name","Purpose","City","State","Zip","Payment Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/12/2016","$289.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965392","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/13/2016","$698.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965392","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/18/2016","$422.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965392","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/18/2016","$422.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965393","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/22/2016","$215.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965393","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/25/2016","$465.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965393","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/26/2016","$474.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965394","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/26/2016","$545.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965394","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/26/2016","$600.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965394","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.455065]","CHICAGO","IL","60606","02/27/2016","$604.00","X","M4","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201604209014965395","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [TRUMP JR.: SB23.514274]","CHICAGO","IL","60606","01/12/2016","$806.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007813","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [TRUMP JR.: SB23.514274]","CHICAGO","IL","60606","01/12/2016","$1,320.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007814","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [TRUMP JR.: SB23.514274]","CHICAGO","IL","60606","01/12/2016","$806.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007814","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [TRUMP JR.: SB23.514275]","CHICAGO","IL","60606","02/17/2016","$559.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007814","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [TRUMP JR.: SB23.514275]","CHICAGO","IL","60606","02/19/2016","$280.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007815","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/02/2016","$443.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007815","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/02/2016","$443.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007815","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/02/2016","$611.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007816","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/03/2016","$485.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007816","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/04/2016","$290.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007816","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/06/2016","$270.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007817","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/08/2016","$230.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007817","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/13/2016","$238.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007817","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/13/2016","$238.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007818","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/13/2016","$419.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007818","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/14/2016","$290.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007818","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/14/2016","$349.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007819","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/15/2016","$438.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007819","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/16/2016","$322.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007819","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/16/2016","$509.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007820","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/16/2016","$564.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007820","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/16/2016","$569.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007820","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/16/2016","$569.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007821","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/17/2016","$1,039.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007821","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/22/2016","$287.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007821","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/22/2016","$687.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007822","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/22/2016","$687.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007822","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/22/2016","$738.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007822","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/22/2016","$738.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007823","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/22/2016","$879.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007823","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/22/2016","$1,141.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007823","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/22/2016","$1,141.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007824","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/22/2016","$1,141.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007824","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/23/2016","$504.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007824","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/23/2016","$506.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007825","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/23/2016","$506.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007825","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/23/2016","$815.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007825","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/25/2016","$261.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007826","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/26/2016","$344.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007826","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/26/2016","$875.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007826","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/26/2016","$875.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007827","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/27/2016","$486.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007827","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.513914]","CHICAGO","IL","60606","03/28/2016","$610.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007827","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [TRUMP, ERIC: SB23.600241]","CHICAGO","IL","60606","12/14/2015","$603.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597136","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [TRUMP, ERIC: SB23.600241]","CHICAGO","IL","60606","01/20/2016","$381.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597136","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [TRUMP, ERIC: SB23.600241]","CHICAGO","IL","60606","03/04/2016","$508.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597136","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","03/29/2016","$245.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597137","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","03/29/2016","$447.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597137","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","03/29/2016","$684.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597137","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","03/30/2016","$245.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597138","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","03/30/2016","$683.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597138","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","03/31/2016","$463.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597138","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","03/31/2016","$615.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597139","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/01/2016","$421.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597139","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/01/2016","$542.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597139","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$304.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597140","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$361.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597140","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$480.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597140","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$592.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597141","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$619.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597141","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$635.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597141","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$644.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597142","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$683.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597142","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$1,047.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597142","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/02/2016","$1,047.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597143","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/03/2016","$386.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597143","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/03/2016","$406.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597143","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/03/2016","$406.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597144","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/03/2016","$463.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597144","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/03/2016","$520.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597144","","","","P",
"UNITED AIRLINES","REFUND: TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/04/2016","($895.00)","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597145","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/04/2016","$378.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597145","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/04/2016","$468.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597145","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/04/2016","$595.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597146","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/04/2016","$595.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597146","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/05/2016","$384.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597146","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/05/2016","$384.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597147","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/05/2016","$489.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597147","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/06/2016","$677.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597147","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/07/2016","$303.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597148","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/07/2016","$528.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597148","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/08/2016","$315.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597148","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/08/2016","$396.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597149","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/08/2016","$520.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597149","","","","P",
"UNITED AIRLINES","REFUND: TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/10/2016","($468.00)","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597149","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/10/2016","$361.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597150","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/10/2016","$497.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597150","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/10/2016","$571.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597150","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/13/2016","$490.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597151","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/13/2016","$1,069.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597151","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/14/2016","$565.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597151","","","","P",
"UNITED AIRLINES","REFUND: TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/15/2016","($1,069.00)","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597152","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/16/2016","$405.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597152","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/16/2016","$466.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597152","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/16/2016","$561.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597153","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/16/2016","$1,566.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597153","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/19/2016","$343.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597153","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/20/2016","$389.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597154","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/20/2016","$394.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597154","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/21/2016","$226.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597154","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [TRUMP, ERIC: SB23.600242]","CHICAGO","IL","60606","04/22/2016","$431.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597155","","","","P",
"UNITED AIRLINES","REFUND: TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/22/2016","($389.00)","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597155","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/24/2016","$380.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597155","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/25/2016","$487.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597156","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/27/2016","$266.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597156","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/27/2016","$293.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597156","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.599732]","CHICAGO","IL","60606","04/27/2016","$391.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597157","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","05/28/2016","$446.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701228","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","05/29/2016","$200.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701229","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","05/30/2016","$273.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701229","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/01/2016","$245.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701229","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/02/2016","$292.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701230","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/03/2016","$532.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701230","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/05/2016","$252.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701230","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/06/2016","$664.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701231","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/06/2016","$564.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701231","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/06/2016","$356.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701231","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/07/2016","$888.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701232","","","","P",
